Name,Year,Gender,Link,Cast,Directors,Description 
Well-Intended Love,2019,Comedias de TV,https://www.netflix.com/ar/title/81092192,Una actriz enferma de leucemia pacta casarse con un joven CEO para que le done su médula ósea... pero el amor y los secretos complican todo.,"Xu Kaicheng,Simona Wang,Ian Yi",Una actriz enferma de leucemia pacta casarse con un joven CEO para que le done su médula ósea... pero el amor y los secretos complican todo.
Tiempos de guerra,2017,Dramas de TV,https://www.netflix.com/ar/title/80215322,"En 1921, un grupo de enfermeras novatas de la clase alta de Madrid encuentran la amistad y el amor cuando abren un hospital en Melilla para soldados de la Guerra del Rif.","Amaia Salamanca,Álex García,Alicia Borrachero","En 1921, un grupo de enfermeras novatas de la clase alta de Madrid encuentran la amistad y el amor cuando abren un hospital en Melilla para soldados de la Guerra del Rif."
El amor es un capítulo aparte,2019,Comedias de TV,https://www.netflix.com/ar/title/81045349,"Un escritor talentoso, y el editor general más joven de la historia de la editorial donde trabaja, se embrolla con una redactora creativa desesperada por trabajar.","Lee Jong-suk,Lee Na-young,Jung Eugene","Un escritor talentoso, y el editor general más joven de la historia de la editorial donde trabaja, se embrolla con una redactora creativa desesperada por trabajar."
Dulces magnolias,2020,Series basadas en libros,https://www.netflix.com/ar/title/80239866,"Desde hace años, Maddie, Helen y Dana Sue se apoyan en su amistad para sobrellevar los altibajos en sus relaciones, familias y carreras en el pequeño pueblo de Serenity.","JoAnna Garcia Swisher,Brooke Elliott,Heather Headley","Desde hace años, Maddie, Helen y Dana Sue se apoyan en su amistad para sobrellevar los altibajos en sus relaciones, familias y carreras en el pequeño pueblo de Serenity."
Do Do Sol Sol La La Sol,2020,Comedias de TV,https://www.netflix.com/ar/title/81276344,"Después de pasar de la opulencia a la miseria, una joven y alegre pianista termina en un pequeño pueblo rural, donde encuentra esperanza, amor y calor de hogar.","Go A-ra,Lee Jae-wook,Kim Ju-hun","Después de pasar de la opulencia a la miseria, una joven y alegre pianista termina en un pequeño pueblo rural, donde encuentra esperanza, amor y calor de hogar."
The Protector,2018,Acción y aventuras de TV,https://www.netflix.com/ar/title/80189829,Un joven habitante de la moderna Estambul descubre sus lazos con una antigua orden secreta y se dispone a salvar a su ciudad de un enemigo inmortal.,"Çağatay Ulusoy,Ayça Ayşin Turan,Hazar Ergüçlü",Un joven habitante de la moderna Estambul descubre sus lazos con una antigua orden secreta y se dispone a salvar a su ciudad de un enemigo inmortal.
Lejos,2020,TV de ciencia ficción,https://www.netflix.com/ar/title/80214512,La comandante Emma Green lidera una tripulación internacional de astronautas en una peligrosa misión a Marte que la separará de su esposo y de su hija durante tres años.,"Hilary Swank,Josh Charles,Vivian Wu",La comandante Emma Green lidera una tripulación internacional de astronautas en una peligrosa misión a Marte que la separará de su esposo y de su hija durante tres años.
"Goo Hae-Ryung, la historiadora novata",2019,Dramas de TV,https://www.netflix.com/ar/title/81116487,Goo Hae-ryung se entera de que el Gobierno busca historiadoras y empieza una nueva vida como académica en la corte real de Joseon.,"Shin Sae-kyeong,Cha Eun-woo,Park Ki-woong",Goo Hae-ryung se entera de que el Gobierno busca historiadoras y empieza una nueva vida como académica en la corte real de Joseon.
Amor y anarquía,2020,Programas suecos,https://www.netflix.com/ar/title/81069541,Una asesora casada y un joven especializado en informática se entregan a un juego de seducción que desafía las normas de la sociedad y los hace revaluar sus vidas.,"Ida Engvoll,Björn Mosten,Carla Sehn",Una asesora casada y un joven especializado en informática se entregan a un juego de seducción que desafía las normas de la sociedad y los hace revaluar sus vidas.
Violet Evergarden,2018,Anime sobre romances,https://www.netflix.com/ar/title/80182123,"Acabó la guerra, y Violet Evergarden busca trabajo. Marcada e incapaz de sentir emociones, acepta ser escritora de cartas para entenderse y comprender su pasado.","Yui Ishikawa,Takehito Koyasu,Daisuke Namikawa","Acabó la guerra, y Violet Evergarden busca trabajo. Marcada e incapaz de sentir emociones, acepta ser escritora de cartas para entenderse y comprender su pasado."
Bajo la lluvia,2018,Series coreanas,https://www.netflix.com/ar/title/80990935,"El hermano menor de su mejor amiga acaba de volver del extranjero. Ella, recién abandonada, lo ve con otros ojos.","Son Ye-jin,Jung Hae-in,Jang So-yeon","El hermano menor de su mejor amiga acaba de volver del extranjero. Ella, recién abandonada, lo ve con otros ojos."
Jugando con fuego,2020,Reality TV,https://www.netflix.com/ar/title/80241027,"En las costas del paraíso, un grupo de solteros sexis se divierte e intenta mantenerse célibe para ganar USD 100 000. ¿Se portarán bien o caerán en la tentación?",Desiree Burch,"En las costas del paraíso, un grupo de solteros sexis se divierte e intenta mantenerse célibe para ganar USD 100 000. ¿Se portarán bien o caerán en la tentación?"
Mr. Sunshine,2018,Dramas de TV,https://www.netflix.com/ar/title/80991107,Un joven coreano que llega a EE. UU. luego de la expedición de 1871 regresa a su país natal en un momento histórico crítico y se enamora de una aristócrata.,"Lee Byung-hun,Kim Tae-ri,Yoo Yeon-seok",Un joven coreano que llega a EE. UU. luego de la expedición de 1871 regresa a su país natal en un momento histórico crítico y se enamora de una aristócrata.
Good Morning Call,2016,Comedias de TV románticas,https://www.netflix.com/ar/title/80092878,Una estudiante que por fin consigue vivir en su propio apartamento se frustra cuando se entera de que tendrá que compartirlo con el chico más popular de la escuela.,"Haruka Fukuhara,Shunya Shiraishi,Dori Sakurada",Una estudiante que por fin consigue vivir en su propio apartamento se frustra cuando se entera de que tendrá que compartirlo con el chico más popular de la escuela.
El amor es ciego,2020,Reality TV,https://www.netflix.com/ar/title/80996601,Nick y Vanessa Lachey son los presentadores de este experimento social donde personas solteras buscan el amor y se comprometen antes de verse en persona.,"Nick Lachey,Vanessa Lachey",Nick y Vanessa Lachey son los presentadores de este experimento social donde personas solteras buscan el amor y se comprometen antes de verse en persona.
"Tú, yo y ella",2016,Comedias de TV,https://www.netflix.com/ar/title/80103417,"Quisieron condimentar su vida sexual y terminaron enamorándose de la prostituta. A veces, puede fallar...","Greg Poehler,Rachel Blanchard,Priscilla Faia","Quisieron condimentar su vida sexual y terminaron enamorándose de la prostituta. A veces, puede fallar..."
Navidad en casa,2019,Comedias de TV,https://www.netflix.com/ar/title/81083590,"Cansada de los constantes comentarios sobre su vida amorosa, Johanne se apresura a encontrar un novio para llevarlo a casa en Navidad.","Ida Elise Broch,Gabrielle Susanne Solheim Leithaug,Oddgeir Thune","Cansada de los constantes comentarios sobre su vida amorosa, Johanne se apresura a encontrar un novio para llevarlo a casa en Navidad."
Coisa Mais Linda,2019,Dramas de TV,https://www.netflix.com/ar/title/80208298,"Río de Janeiro, 1959. Viajó para encontrarse con su marido, pero él desapareció con la plata y otra mujer. Nuevo plan: sacarse el delantal y abrir un club de bossa nova.","Maria Casadevall,Pathy Dejesus,Mel Lisboa","Río de Janeiro, 1959. Viajó para encontrarse con su marido, pero él desapareció con la plata y otra mujer. Nuevo plan: sacarse el delantal y abrir un club de bossa nova."
A tres metros sobre el cielo,2020,Series de TV italianas,https://www.netflix.com/ar/title/81004936,"Dos jóvenes adultos de mundos muy distintos se enamoran durante un verano en la costa del Adriático, en Italia. Inspirada en los libros de Federico Moccia.","Coco Rebecca Edogamhe,Ludovico Tersigni,Amanda Campana","Dos jóvenes adultos de mundos muy distintos se enamoran durante un verano en la costa del Adriático, en Italia. Inspirada en los libros de Federico Moccia."
Hi Score Girl,2018,Anime sobre romances,https://www.netflix.com/ar/title/80997338,"Un fan de los juegos arcade bastante inepto para los estudios y el deporte conoce a su digna rival en su salón de maquinitas habitual: Akira, la chica rica de la clase.","Kohei Amasaki,Sayumi Suzushiro,Yuuki Hirose","Un fan de los juegos arcade bastante inepto para los estudios y el deporte conoce a su digna rival en su salón de maquinitas habitual: Akira, la chica rica de la clase."
Troya: La caída de una ciudad,2018,Acción y aventuras de TV,https://www.netflix.com/ar/title/80175352,"En busca de la mujer prometida por Afrodita, el pastor Paris descubre su verdadera identidad y se enamora de Helena, cuyo rapto desencadena la Guerra de Troya.","Louis Hunter,Bella Dayne,Frances O'Connor","En busca de la mujer prometida por Afrodita, el pastor Paris descubre su verdadera identidad y se enamora de Helena, cuyo rapto desencadena la Guerra de Troya."
Luna nera,2020,Series de TV italianas,https://www.netflix.com/ar/title/80244780,"Italia, siglo XVII. Una adolescente acusada de brujería por el padre del novio descubre su destino entre mujeres con poderes sobrenaturales.","Antonia Fotaras,Giorgio Belli,Manuela Mandracchia","Italia, siglo XVII. Una adolescente acusada de brujería por el padre del novio descubre su destino entre mujeres con poderes sobrenaturales."
Valeria,2020,Comedias de TV,https://www.netflix.com/ar/title/80212986,"Una escritora que atraviesa una crisis creativa y conyugal se apoya en tres amigas, que también están autodescubriéndose. Basada en las novelas de Elísabet Benavent.","Diana Gómez,Silma López,Paula Malia","Una escritora que atraviesa una crisis creativa y conyugal se apoya en tres amigas, que también están autodescubriéndose. Basada en las novelas de Elísabet Benavent."
Una noche de primavera,2019,Series coreanas,https://www.netflix.com/ar/title/81094069,Algo inexplicable sucedió en el momento en que Lee Jeong-in y Yu Ji-ho se conocieron. O será que la primavera está en el aire... y todo es posible.,"Han Ji-min,Jung Hae-in,Kim Jun-han",Algo inexplicable sucedió en el momento en que Lee Jeong-in y Yu Ji-ho se conocieron. O será que la primavera está en el aire... y todo es posible.
Jugar con fuego,2019,Telenovelas,https://www.netflix.com/ar/title/81069463,"Tres mujeres adineradas, madre e hija incluidas, caen rendidas ante los encantos de un seductor incansable en el Eje Cafetero de Colombia.","Jason Day,Margarita Rosa de Francisco,Carlos Ponce","Tres mujeres adineradas, madre e hija incluidas, caen rendidas ante los encantos de un seductor incansable en el Eje Cafetero de Colombia."
Karakai Jouzu no Takagi-san,2018,Anime sobre romances,https://www.netflix.com/ar/title/80228274,"Takagi se burla constantemente de su compañero de clase Nishikata, quien jura vengarse de ella dándole una dosis de su propia medicina. Pero falla cada vez.","Rie Takahashi,Yuki Kaji,Konomi Kohara","Takagi se burla constantemente de su compañero de clase Nishikata, quien jura vengarse de ella dándole una dosis de su propia medicina. Pero falla cada vez."
Love,2016,Comedias de TV,https://www.netflix.com/ar/title/80026506,"La rebelde Mickey y el dulce Gus navegan por las aguas turbulentas de las relaciones modernas, en esta nueva comedia cocreada por Judd Apatow.","Gillian Jacobs,Paul Rust,Claudia O'Doherty","La rebelde Mickey y el dulce Gus navegan por las aguas turbulentas de las relaciones modernas, en esta nueva comedia cocreada por Judd Apatow."
Chocolate,2019,Dramas de TV,https://www.netflix.com/ar/title/81193313,"Unidos por comidas muy significativas del pasado y el presente, un doctor y una chef se reencuentran en el hospital para enfermos terminales en el que trabajan.","Ha Ji-won,Yoon Kye-sang,Jang Seung-jo","Unidos por comidas muy significativas del pasado y el presente, un doctor y una chef se reencuentran en el hospital para enfermos terminales en el que trabajan."
Dash y Lily,2020,Comedias de TV,https://www.netflix.com/ar/title/81037871,"En Navidad, los opuestos se atraen. Dash, el cínico, y Lily, la optimista, intercambian mensajes y retos en un cuaderno rojo que circula por las calles de Nueva York.","Midori Francis,Austin Abrams,Dante Brown","En Navidad, los opuestos se atraen. Dash, el cínico, y Lily, la optimista, intercambian mensajes y retos en un cuaderno rojo que circula por las calles de Nueva York."
Plan corazón,2018,Comedias de TV románticas,https://www.netflix.com/ar/title/80190086,"La parisina Elsa no puede olvidar a su ex, y sus mejores amigas deciden contratar a un acompañante en secreto para ayudarla, pero el plan sale demasiado bien.","Marc Ruchmann,Zita Hanrot,Sabrina Ouazani","La parisina Elsa no puede olvidar a su ex, y sus mejores amigas deciden contratar a un acompañante en secreto para ayudarla, pero el plan sale demasiado bien."
Si no te hubiese conocido,2018,TV de ciencia ficción,https://www.netflix.com/ar/title/80988860,"Eduard, esposo y padre de dos hijos, pierde a su familia en un trágico accidente y viaja a universos paralelos para buscar un mejor destino para su amada mujer.","Pablo Derqui,Mercedes Sampietro,Andrea Ros","Eduard, esposo y padre de dos hijos, pierde a su familia en un trágico accidente y viaja a universos paralelos para buscar un mejor destino para su amada mujer."
Cuando la camelia florece,2019,Dramas de TV,https://www.netflix.com/ar/title/81144925,"Un nuevo amor llega a la vida de Dongbaek, que deberá encontrar la manera de desafiar los estigmas sociales que la rodean.","Kong Hyo-jin,Kang Ha-neul,Kim Ji-seok","Un nuevo amor llega a la vida de Dongbaek, que deberá encontrar la manera de desafiar los estigmas sociales que la rodean."
Un buen partido,2020,Series basadas en libros,https://www.netflix.com/ar/title/81308413,"En medio del malestar social y los problemas políticos que atraviesa la India durante la pospartición, una madre se propone encontrar el marido ideal para su hija.","Tabu,Ishaan Khatter,Tanya Maniktala","En medio del malestar social y los problemas políticos que atraviesa la India durante la pospartición, una madre se propone encontrar el marido ideal para su hija."
Amor no correspondido,2019,Series basadas en libros,https://www.netflix.com/ar/title/80993627,Una atracción secreta y no correspondida marca las vidas de una tímida estudiante y de su deslumbrante compañero de clase.,"Zhu Yanmanzi,Zhao Shunran,Shen Yu",Una atracción secreta y no correspondida marca las vidas de una tímida estudiante y de su deslumbrante compañero de clase.
Recuerdos de la Alhambra,2018,TV de ciencia ficción,https://www.netflix.com/ar/title/81004280,Un ejecutivo de una empresa de inversión conoce a la administradora de un hostal en España mientras busca al creador de un juego innovador de realidad aumentada.,"Hyun Bin,Park Shin-hye,Park Hoon",Un ejecutivo de una empresa de inversión conoce a la administradora de un hostal en España mientras busca al creador de un juego innovador de realidad aumentada.
¿Era amor?,2020,Comedias de TV,https://www.netflix.com/ar/title/81289013,"Hace años que no vive un romance, pero cuando cuatro hombres muy distintos entran en su vida, esta madre soltera se reencuentra con el amor... y se redescubre a sí misma.","Song Ji-hyo,Son Ho-jun,Song Jong-ho","Hace años que no vive un romance, pero cuando cuatro hombres muy distintos entran en su vida, esta madre soltera se reencuentra con el amor... y se redescubre a sí misma."
Carlo & Malik,2018,Series de TV italianas,https://www.netflix.com/ar/title/80216908,Un policía veterano debe enfrentarse a sus prejuicios y a los fantasmas del pasado cuando le asignan un compañero novato para investigar una serie de asesinatos en Roma.,"Claudio Amendola,Miguel Gobbo Diaz,Fortunato Cerlino",Un policía veterano debe enfrentarse a sus prejuicios y a los fantasmas del pasado cuando le asignan un compañero novato para investigar una serie de asesinatos en Roma.
El ascenso de los fénix,2018,Acción y aventuras de TV,https://www.netflix.com/ar/title/80993613,Ahora conoce el secreto y debe elegir: vengar a su familia o ser fiel al príncipe que ama.,"Chen Kun,Ni Ni,Zhao Lixin",Ahora conoce el secreto y debe elegir: vengar a su familia o ser fiel al príncipe que ama.
Feel Good,2020,Comedias de TV,https://www.netflix.com/ar/title/80241545,"Mientras lidia con los desafíos de la sobriedad, la comediante de stand up Mae Martin transita una apasionada y complicada relación incipiente con su novia George.","Mae Martin,Charlotte Ritchie,Lisa Kudrow","Mientras lidia con los desafíos de la sobriedad, la comediante de stand up Mae Martin transita una apasionada y complicada relación incipiente con su novia George."
Castigador de demonios,2020,Misterios para TV,https://www.netflix.com/ar/title/81346818,"Panadero de día y castigador de demonios por la noche, un dios reencarnado debe lograr que su amada recupere la memoria y, con ella, recuerdos de su milenario romance.","Mike He,Ivy Shao,Anson Chen","Panadero de día y castigador de demonios por la noche, un dios reencarnado debe lograr que su amada recupere la memoria y, con ella, recuerdos de su milenario romance."
Lovesick,2014,Sitcoms,https://www.netflix.com/ar/title/80041601,"Dylan buscaba el amor verdadero y en el camino contrajo clamidia. Acompañado por sus amigos Evie y Luke, llama a sus exparejas y rememora sus encuentros sexuales.","Johnny Flynn,Antonia Thomas,Daniel Ings","Dylan buscaba el amor verdadero y en el camino contrajo clamidia. Acompañado por sus amigos Evie y Luke, llama a sus exparejas y rememora sus encuentros sexuales."
Man to Man,2017,Acción y aventuras de TV,https://www.netflix.com/ar/title/80176866,Un agente especial disfrazado de guardaespaldas debe completar una misión secreta al mismo tiempo que atiende a los caprichos de una estrella muy volátil.,"Park Hae-Jin,Park Sung-woong,Kim Min-joung",Un agente especial disfrazado de guardaespaldas debe completar una misión secreta al mismo tiempo que atiende a los caprichos de una estrella muy volátil.
My Only Love Song,2017,Comedias de TV románticas,https://www.netflix.com/ar/title/80178564,Una actriz huye indignada de su nuevo programa y termina subiéndose a una vieja camioneta con dirección al pasado.,"Gong Seung-yeon,Jong-hyun Lee,Yeon-seo Kim",Una actriz huye indignada de su nuevo programa y termina subiéndose a una vieja camioneta con dirección al pasado.
Wanderlust,2018,Comedias de TV románticas,https://www.netflix.com/ar/title/80211465,Una terapeuta y su marido deciden empezar a salir con terceros cuando se apaga la pasión después de tantos años de matrimonio.,"Toni Collette,Steven Mackintosh,Zawe Ashton",Una terapeuta y su marido deciden empezar a salir con terceros cuando se apaga la pasión después de tantos años de matrimonio.
La princesa de la tríada,2019,Comedias de TV,https://www.netflix.com/ar/title/81019391,"La hija del poderoso jefe de una tríada, convertida de manera impactante en guardaespaldas encubierta, cambia la vida de una estrella de TV y encuentra el amor.","Eugenie Liu,Jasper Liu,Cecilia Choi","La hija del poderoso jefe de una tríada, convertida de manera impactante en guardaespaldas encubierta, cambia la vida de una estrella de TV y encuentra el amor."
Amigos de la universidad,2017,Comedias de TV románticas,https://www.netflix.com/ar/title/80117485,"Veinte años después de graduarse, un grupo de amigos cercanos de la universidad se reencuentra y descubre que las relaciones amorosas no han mejorado nada con la edad.","Keegan-Michael Key,Fred Savage,Nat Faxon","Veinte años después de graduarse, un grupo de amigos cercanos de la universidad se reencuentra y descubre que las relaciones amorosas no han mejorado nada con la edad."
Crashing,2016,Sitcoms,https://www.netflix.com/ar/title/80133117,"A cambio de un alquiler barato, un variado grupo de inquilinos veinteañeros se instalan como guardias de un hospital abandonado, donde no faltarán las risas.","Phoebe Waller-Bridge,Jonathan Bailey,Adrian Scarborough","A cambio de un alquiler barato, un variado grupo de inquilinos veinteañeros se instalan como guardias de un hospital abandonado, donde no faltarán las risas."
Death Song,2018,Series coreanas,https://www.netflix.com/ar/title/81042804,"Durante el período colonial japonés, el dramaturgo casado Kim U-jin se enamora de Yun Sim-deok, una soprano coreana adelantada a su época.","Lee Jong-suk,Shin Hye-sun,Kim Myeong-su","Durante el período colonial japonés, el dramaturgo casado Kim U-jin se enamora de Yun Sim-deok, una soprano coreana adelantada a su época."
Oh My Ghost: Un fantasma en mi cocina,2018,Comedias de TV,https://www.netflix.com/ar/title/80993625,Un espíritu atrevido se apodera de una chef tan talentosa como tímida. Su nueva personalidad atrae la atención del famoso chef del que siempre estuvo enamorada.,"Nuengthida Sophon,Keerati Mahaprukpong,Arak Amornsupasiri",Un espíritu atrevido se apodera de una chef tan talentosa como tímida. Su nueva personalidad atrae la atención del famoso chef del que siempre estuvo enamorada.
The Innocents,2018,TV de ciencia ficción,https://www.netflix.com/ar/title/80184405,"June y Harry, dos adolescentes enamorados que huyen de sus casas, se ven arrastrados a un mundo peligroso y confuso cuando ella empieza a mostrar habilidades misteriosas.","Sorcha Groundsell,Percelle Ascott,Guy Pearce","June y Harry, dos adolescentes enamorados que huyen de sus casas, se ven arrastrados a un mundo peligroso y confuso cuando ella empieza a mostrar habilidades misteriosas."
She's Gotta Have It,2017,Comedias de TV,https://www.netflix.com/ar/title/80117554,"Nola Darling lucha por mantenerse fiel a sí misma y a sus sueños, pero no tanto a sus tres amantes. Serie basada en el exitoso debut cinematográfico de Spike Lee.","DeWanda Wise,Cleo Anthony,Lyriq Bent","Nola Darling lucha por mantenerse fiel a sí misma y a sus sueños, pero no tanto a sus tres amantes. Serie basada en el exitoso debut cinematográfico de Spike Lee."
Historias de amor en Bangkok: Inocencia,2018,Dramas de TV,https://www.netflix.com/ar/title/80236408,"Un grupo ecléctico de hombres y mujeres busca aventuras románticas en el deslumbrante distrito de Silom en Bangkok. La edad o la profesión no son un problema, ¿o sí?","Nida Patcharaveerapong,Nicole Theriault,Nattapol Diloknawarit","Un grupo ecléctico de hombres y mujeres busca aventuras románticas en el deslumbrante distrito de Silom en Bangkok. La edad o la profesión no son un problema, ¿o sí?"
La celestina de la India,2020,Reality TV,https://www.netflix.com/ar/title/80244565,La casamentera Sima Taparia ayuda a sus clientes en EE. UU. e India en el proceso de los matrimonios arreglados y ofrece una mirada cercana y moderna de esta tradición.,No Info,La casamentera Sima Taparia ayuda a sus clientes en EE. UU. e India en el proceso de los matrimonios arreglados y ofrece una mirada cercana y moderna de esta tradición.
Visita de Navidad,2020,Comedias de TV románticas,https://www.netflix.com/ar/title/81167683,"Bastian, un músico sin mucha suerte que intenta hacerle frente a la vida, regresa a casa para Navidad y encuentra sorpresas no tan gratas.","Luke Mockridge,Seyneb Saleh,Cristina do Rego","Bastian, un músico sin mucha suerte que intenta hacerle frente a la vida, regresa a casa para Navidad y encuentra sorpresas no tan gratas."
Da el sí,2020,Reality TV,https://www.netflix.com/ar/title/81014405,Los tres expertos de este reality organizan bodas sorpresa alucinantes en menos de una semana para celebrar el amor de parejas que han superado de todo.,"Jeremiah Brent,Thai Nguyen,Gabriele Bertaccini",Los tres expertos de este reality organizan bodas sorpresa alucinantes en menos de una semana para celebrar el amor de parejas que han superado de todo.
Hienas,2020,Dramas de TV,https://www.netflix.com/ar/title/81177545,"Para sobrevivir en un mundo despiadado, dos abogados rivales con una exclusiva clientela son capaces de destruir todo lo que se interponga entre ellos y sus ambiciones.","Kim Hye-soo,Ju Ji-hoon,Lee Kyoung-young","Para sobrevivir en un mundo despiadado, dos abogados rivales con una exclusiva clientela son capaces de destruir todo lo que se interponga entre ellos y sus ambiciones."
Soundtrack,2019,Música y musicales,https://www.netflix.com/ar/title/80241410,"El arte es pasión. El arte es vida. En el gran escenario de Los Ángeles, no hay interludios: amor, desilusión y golpes del destino; todo lo necesario para triunfar.","Paul James,Callie Hernandez,Marianne Jean-Baptiste","El arte es pasión. El arte es vida. En el gran escenario de Los Ángeles, no hay interludios: amor, desilusión y golpes del destino; todo lo necesario para triunfar."
Back With the Ex: Donde hubo fuego...,2018,Reality TV,https://www.netflix.com/ar/title/80210995,¿Nuevos comienzos o la misma historia de siempre? Ahora tienen la chance de recuperar la chispa perdida o enterrar definitivamente el pasado.,No Info,¿Nuevos comienzos o la misma historia de siempre? Ahora tienen la chance de recuperar la chispa perdida o enterrar definitivamente el pasado.
Polos opuestos,2020,Programas de TV en hindi,https://www.netflix.com/ar/title/80220079,"Tras un desastroso acuerdo por parte de sus familias, dos adolescentes entablan una tentativa amistad durante el verano... y sus sentimientos son más rápidos que ellos.","Prajakta Koli,Rohit Saraf,Vihaan Samat","Tras un desastroso acuerdo por parte de sus familias, dos adolescentes entablan una tentativa amistad durante el verano... y sus sentimientos son más rápidos que ellos."
Érase una segunda vez,2019,Dramas de TV,https://www.netflix.com/ar/title/80989919,"Meses después de una devastadora ruptura, un hombre recibe un misterioso paquete que abre un portal al pasado y le concede la oportunidad de reconquistar a su ex.","Gaspard Ulliel,Freya Mavor","Meses después de una devastadora ruptura, un hombre recibe un misterioso paquete que abre un portal al pasado y le concede la oportunidad de reconquistar a su ex."
Tenemos un gran problema,2019,Series japonesas,https://www.netflix.com/ar/title/81002451,"Kumiko y Kenichi se conocieron en la universidad y construyeron un hermoso matrimonio. Sin embargo, un problema inusual amenaza con destruir la relación.","Natsumi Ishibashi,Aoi Nakamura","Kumiko y Kenichi se conocieron en la universidad y construyeron un hermoso matrimonio. Sin embargo, un problema inusual amenaza con destruir la relación."
Historias de amor en Bangkok: Súplica,2019,Dramas de TV,https://www.netflix.com/ar/title/80241590,"En el barrio chino de Bangkok, una experta en marketing digital se enamora de un vidente ciego, pero su amor está predestinado al desastre.","Chanon Santinatornkul,Sutatta Udomsilp,Morakot Liu","En el barrio chino de Bangkok, una experta en marketing digital se enamora de un vidente ciego, pero su amor está predestinado al desastre."
45 revoluciones,2019,Dramas de TV,https://www.netflix.com/ar/title/81040407,Madrid en los 60. El productor musical Guillermo Rojas crea un sello de rock con la ayuda de un cantante prometedor y una productora brillante.,"Carlos Cuevas,Guiomar Puerta,Iván Marcos",Madrid en los 60. El productor musical Guillermo Rojas crea un sello de rock con la ayuda de un cantante prometedor y una productora brillante.
Superheroicos,2020,Películas familiares,https://www.netflix.com/ar/title/80994666,"Cuando los extraterrestres capturan a los superhéroes de la Tierra, sus hijos deben aprender a trabajar juntos para salvar a sus padres y al planeta.","YaYa Gosselin,Pedro Pascal,Priyanka Chopra Jonas","Cuando los extraterrestres capturan a los superhéroes de la Tierra, sus hijos deben aprender a trabajar juntos para salvar a sus padres y al planeta."
Selena: La serie,2020,TV para ver en familia,https://www.netflix.com/ar/title/81022733,"Esta es la historia de Selena y la familia Quintanilla, desde el inicio de su sueño musical en la cochera de su casa hasta convertirse en la reina de la música tex-mex.","Christian Serratos,Gabriel Chavarria,Ricardo Chavira","Esta es la historia de Selena y la familia Quintanilla, desde el inicio de su sueño musical en la cochera de su casa hasta convertirse en la reina de la música tex-mex."
La peor bruja,2017,TV infantil,https://www.netflix.com/ar/title/80130521,"Luego de toparse con una escuela para brujas, una torpe heroína se da cuenta de que quizás este sea su lugar en el mundo. Basada en las famosas novelas de Jill Murphy.","Bella Ramsey,Lydia Page,Clare Higgins","Luego de toparse con una escuela para brujas, una torpe heroína se da cuenta de que quizás este sea su lugar en el mundo. Basada en las famosas novelas de Jill Murphy."
Bob Esponja: Al rescate,2020,Películas familiares,https://www.netflix.com/ar/title/81312563,"Cuando alguien rapta a Gary, Bob Esponja y Patricio se embarcan en una alocada misión muy lejos de Fondo de Bikini para rescatar a su fiel amigo caracol.","Tom Kenny,Bill Fagerbakke,Rodger Bumpass","Cuando alguien rapta a Gary, Bob Esponja y Patricio se embarcan en una alocada misión muy lejos de Fondo de Bikini para rescatar a su fiel amigo caracol."
Siente el ritmo,2020,Películas familiares,https://www.netflix.com/ar/title/80994878,"Tras arruinar una audición en Broadway, una bailarina egocéntrica vuelve a casa y de mala gana accede a entrenar a un grupo de jóvenes inadaptadas para una competencia.","Sofia Carson,Wolfgang Novogratz,Donna Lynne Champlin","Tras arruinar una audición en Broadway, una bailarina egocéntrica vuelve a casa y de mala gana accede a entrenar a un grupo de jóvenes inadaptadas para una competencia."
Más allá de la Luna,2020,Películas familiares,https://www.netflix.com/ar/title/80214236,"Animada por el recuerdo de su madre, Fei Fei construye un cohete y viaja a nuestro satélite para demostrar que la diosa de la Luna realmente existe.","Cathy Ang,Phillipa Soo,Ken Jeong","Animada por el recuerdo de su madre, Fei Fei construye un cohete y viaja a nuestro satélite para demostrar que la diosa de la Luna realmente existe."
Papá por dos,2020,Películas familiares,https://www.netflix.com/ar/title/81175170,"Aprovechando que su madre está de viaje, una adolescente escapa de la comuna hippie en que viven y emprende una aventura transformadora para averiguar quién es su padre.","Maisa Silva,Eduardo Moscovis,Marcelo Médici","Aprovechando que su madre está de viaje, una adolescente escapa de la comuna hippie en que viven y emprende una aventura transformadora para averiguar quién es su padre."
El niño que domó el viento,2019,Películas familiares,https://www.netflix.com/ar/title/80200047,Un chico se inspira en un libro de ciencia ficción para crear un molino de viento que salve a su aldea malauí del hambre. Basada en la historia real de William Kamkwamba.,"Maxwell Simba,Chiwetel Ejiofor,Aïssa Maïga",Un chico se inspira en un libro de ciencia ficción para crear un molino de viento que salve a su aldea malauí del hambre. Basada en la historia real de William Kamkwamba.
Alexa & Katie,2018,Sitcoms,https://www.netflix.com/ar/title/80174285,"Alexa, una adolescente que lucha contra el cáncer, enfrenta los desafíos del primer año escolar junto con su mejor amiga Katie, ¡y están más que listas para lo que venga!","Paris Berelc,Isabel May,Tiffani Thiessen","Alexa, una adolescente que lucha contra el cáncer, enfrenta los desafíos del primer año escolar junto con su mejor amiga Katie, ¡y están más que listas para lo que venga!"
