Name,Year,Gender,Link,Cast,Directors,Description 
Enola Holmes,2020,Películas familiares,https://www.netflix.com/ar/title/81277950,"Cuando su madre desaparece, la joven Enola descubre que sus hermanos, Sherlock y Mycroft, no son de gran ayuda. Pero ella es una auténtica Holmes y resolverá el caso.","Millie Bobby Brown,Henry Cavill,Sam Claflin","Cuando su madre desaparece, la joven Enola descubre que sus hermanos, Sherlock y Mycroft, no son de gran ayuda. Pero ella es una auténtica Holmes y resolverá el caso."
Carmen Sandiego,2019,Dibujos animados,https://www.netflix.com/ar/title/80167821,"Carmen Sandiego se escabulle por el mundo con sus secuaces para frustrar los planes malvados de V.I.L.E. Es una ladrona experta, y está del lado de los buenos.","Gina Rodriguez,Finn Wolfhard,Abby Trott","Carmen Sandiego se escabulle por el mundo con sus secuaces para frustrar los planes malvados de V.I.L.E. Es una ladrona experta, y está del lado de los buenos."
Una serie de eventos desafortunados,2017,TV infantil,https://www.netflix.com/ar/title/80050008,"Los extraordinarios huérfanos Baudelaire deben enfrentar problemas, tribulaciones y al malvado conde Olaf en su fatídica misión de descubrir los secretos de la familia.","Neil Patrick Harris,Patrick Warburton,Malina Weissman","Los extraordinarios huérfanos Baudelaire deben enfrentar problemas, tribulaciones y al malvado conde Olaf en su fatídica misión de descubrir los secretos de la familia."
El club de las niñeras,2020,TV infantil,https://www.netflix.com/ar/title/81005407,Versión actualizada de las entrañables novelas de Ann M. Martin en esta serie que relata la historia de un grupo de amigas y su agencia de niñeras local.,"Sophie Grace,Momona Tamada,Shay Rudolph",Versión actualizada de las entrañables novelas de Ann M. Martin en esta serie que relata la historia de un grupo de amigas y su agencia de niñeras local.
Nuestro planeta,2019,TV sobre ciencia y naturaleza,https://www.netflix.com/ar/title/80049832,Experimenta la belleza natural de nuestro planeta y descubre cómo el cambio climático afecta a todos los seres vivos en este ambicioso documental de magnitud excepcional.,David Attenborough,Experimenta la belleza natural de nuestro planeta y descubre cómo el cambio climático afecta a todos los seres vivos en este ambicioso documental de magnitud excepcional.
Greenhouse Academy,2017,TV infantil,https://www.netflix.com/ar/title/80095435,"Dos hermanos adolescentes ingresan a un internado de elite donde encuentran rivalidades, romances y un misterio relacionado con la reciente muerte de su madre.","Ariel Mortman,Finn Roberts,Chris O'Neal","Dos hermanos adolescentes ingresan a un internado de elite donde encuentran rivalidades, romances y un misterio relacionado con la reciente muerte de su madre."
She-Ra y las princesas del poder,2018,Dibujos animados,https://www.netflix.com/ar/title/80179762,"La guerrera Adora se une a la rebelión tras descubrir una espada mágica y su identidad como la legendaria heroína She-Ra, pero su mejor amiga se queda con los hordianos.","Aimee Carrero,AJ Michalka,Marcus Scribner","La guerrera Adora se une a la rebelión tras descubrir una espada mágica y su identidad como la legendaria heroína She-Ra, pero su mejor amiga se queda con los hordianos."
Príncipe de los dragones,2018,Dibujos animados,https://www.netflix.com/ar/title/80212245,Un descubrimiento extraordinario inspira a dos príncipes y a la elfo que iba a matarlos a unir fuerzas para traer la paz entre sus pueblos.,"Jack De Sena,Sasha Rojen,Jason Simpson",Un descubrimiento extraordinario inspira a dos príncipes y a la elfo que iba a matarlos a unir fuerzas para traer la paz entre sus pueblos.
Little Witch Academia,2017,Series de anime,https://www.netflix.com/ar/title/80156387,"Akko entra a la Escuela de Magia Luna Nova. No es la mejor estudiante, pero su optimismo hace posible su éxito y el de sus amigas.","Megumi Han,Fumiko Orikasa,Michiyo Murase","Akko entra a la Escuela de Magia Luna Nova. No es la mejor estudiante, pero su optimismo hace posible su éxito y el de sus amigas."
Project Mc²,2015,TV infantil,https://www.netflix.com/ar/title/80058852,La espía McKeyla se une a tres chicas superinteligentes para convertirse en agentes secretas que resolverán problemas usando su talento para la ciencia y la tecnología.,"Mika Abdalla,Genneya Walton,Victoria Vida",La espía McKeyla se une a tres chicas superinteligentes para convertirse en agentes secretas que resolverán problemas usando su talento para la ciencia y la tecnología.
Fuller House,2016,Sitcoms,https://www.netflix.com/ar/title/80051137,"Las aventuras de los Tanner continúan cuando D.J. Tanner-Fuller comparte la casa con su hermana Stephanie y su amiga Kimmy, que la ayudan a criar a sus tres hijos.","Candace Cameron Bure,Jodie Sweetin,Andrea Barber","Las aventuras de los Tanner continúan cuando D.J. Tanner-Fuller comparte la casa con su hermana Stephanie y su amiga Kimmy, que la ayudan a criar a sus tres hijos."
Hilda,2018,Dibujos animados,https://www.netflix.com/ar/title/80115346,"La valiente Hilda deja el bosque encantado para ir a la ciudad y encuentra nuevos amigos, aventuras y criaturas mágicas.","Bella Ramsey,Ameerah Falzon-Ojo,Oliver Nelson","La valiente Hilda deja el bosque encantado para ir a la ciudad y encuentra nuevos amigos, aventuras y criaturas mágicas."
A mi altura,2019,Películas familiares,https://www.netflix.com/ar/title/81002412,"Jodi está cansada de ir encorvada por la vida y quiere conquistar sus miedos. La adolescencia, el amor y los cambios: ¡con altura!","Ava Michelle,Griffin Gluck,Sabrina Carpenter","Jodi está cansada de ir encorvada por la vida y quiere conquistar sus miedos. La adolescencia, el amor y los cambios: ¡con altura!"
Rápidos y furiosos: Espías al volante,2019,Dibujos animados,https://www.netflix.com/ar/title/80225085,Una agencia del Gobierno recluta al joven piloto Tony Toretto y a sus osados amigos para infiltrarse en un circuito de carreras clandestinas como espías encubiertos.,"Tyler Posey,Charlet Chung,Renée Elise Goldsberry",Una agencia del Gobierno recluta al joven piloto Tony Toretto y a sus osados amigos para infiltrarse en un circuito de carreras clandestinas como espías encubiertos.
Cómo criar a un superhéroe,2019,TV infantil,https://www.netflix.com/ar/title/80117803,"Un destino indescifrable ya se llevó a su marido. Ahora una nube de poderes misteriosos envuelve a su hijito, y hará lo que sea para que nada ni nadie lo lastime.","Alisha Wainwright,Ja'Siah Young,Jason Ritter","Un destino indescifrable ya se llevó a su marido. Ahora una nube de poderes misteriosos envuelve a su hijito, y hará lo que sea para que nada ni nadie lo lastime."
Modo avión,2020,Comedias,https://www.netflix.com/ar/title/81056195,"Luego de chocar el auto por usar el celular, una influencer debe ir a vivir a la granja de su abuelo para someterse a una ""desintoxicación digital"".","Larissa Manoela,André Luiz Frambach,Erasmo Carlos","Luego de chocar el auto por usar el celular, una influencer debe ir a vivir a la granja de su abuelo para someterse a una ""desintoxicación digital""."
Julie and the Phantoms,2020,TV infantil,https://www.netflix.com/ar/title/80230534,"Julie perdió la pasión por la música con la muerte de su madre. Pero cuando tres chicos fantasmales le devuelven la fe en su talento, juntos deciden armar una banda.","Madison Reyes,Charlie Gillespie,Owen Patrick Joyner","Julie perdió la pasión por la música con la muerte de su madre. Pero cuando tres chicos fantasmales le devuelven la fe en su talento, juntos deciden armar una banda."
Con la piel de gallina,2017,TV infantil,https://www.netflix.com/ar/title/80214792,"Antología infantil con una figura enmascarada y curiosa que recoge historias de magia negra, encuentros del más allá y tecnologías retorcidas.","Victoria Diamond,William Romain,Sydney Wade","Antología infantil con una figura enmascarada y curiosa que recoge historias de magia negra, encuentros del más allá y tecnologías retorcidas."
Los 3 de abajo: Relatos de Arcadia,2018,Dibujos animados,https://www.netflix.com/ar/title/80179784,Dos adolescentes alienígenas de la realeza aterrizan de emergencia en la Tierra y se camuflan entre los humanos mientras huyen de cazarrecompensas intergalácticos.,"Tatiana Maslany,Diego Luna,Nick Offerman",Dos adolescentes alienígenas de la realeza aterrizan de emergencia en la Tierra y se camuflan entre los humanos mientras huyen de cazarrecompensas intergalácticos.
Pequeños sabuesos,2019,TV infantil,https://www.netflix.com/ar/title/80243216,Cuatro niños astutos abren su propia agencia de detectives y publican las aventuras en un vlog. ¡Cada rompecabezas resuelto fortalece su amistad!,"Abby Bergman,Anna Cooke,Aston Droomer",Cuatro niños astutos abren su propia agencia de detectives y publican las aventuras en un vlog. ¡Cada rompecabezas resuelto fortalece su amistad!
Magos: Relatos de Arcadia,2020,Dibujos animados,https://www.netflix.com/ar/title/80218108,"El aprendiz de Merlín se une a los héroes de Arcadia para una aventura a través del tiempo en Camelot, donde se gesta el conflicto entre humanos, troles y magos.","Colin O'Donoghue,David Bradley,Lena Headey","El aprendiz de Merlín se une a los héroes de Arcadia para una aventura a través del tiempo en Camelot, donde se gesta el conflicto entre humanos, troles y magos."
Los héroes del apocalipsis,2019,Dibujos animados,https://www.netflix.com/ar/title/80219119,"Cuando zombis y monstruos invaden su pueblo, un belicoso huérfano de 13 años hace equipo con sus amigos con la esperanza de sobrevivir al caos.","Nick Wolfhard,Charles Demers,Garland Whitt","Cuando zombis y monstruos invaden su pueblo, un belicoso huérfano de 13 años hace equipo con sus amigos con la esperanza de sobrevivir al caos."
Las crónicas de Navidad: Parte dos,2020,Películas familiares,https://www.netflix.com/ar/title/80988988,"Descontenta por la nueva perspectiva de vida en familia, la adolescente Kate huye de casa y termina en el Polo Norte, donde un elfo revoltoso planea cancelar la Navidad.","Kurt Russell,Goldie Hawn,Darby Camp","Descontenta por la nueva perspectiva de vida en familia, la adolescente Kate huye de casa y termina en el Polo Norte, donde un elfo revoltoso planea cancelar la Navidad."
Los vigilantes de Malibú: La serie,2019,TV infantil,https://www.netflix.com/ar/title/80244783,"Después del entrenamiento para convertirse en vigilantes juveniles, los Lenguados regresan a la playa para seguir salvando vidas (y provocando risas).","Ricardo Hurtado,Breanna Yde,Jackie R. Jacobson","Después del entrenamiento para convertirse en vigilantes juveniles, los Lenguados regresan a la playa para seguir salvando vidas (y provocando risas)."
Un jefe en pañales: ¡Atrapa al bebé!,2020,Películas familiares,https://www.netflix.com/ar/title/81054409,¿Crees que tienes lo necesario para ser el jefe? Este especial interactivo pone a prueba tus habilidades y te permite encontrar tu vocación en Bebé-Corp.,"JP Karliak,Pierce Gagnon,Alex Cazares",¿Crees que tienes lo necesario para ser el jefe? Este especial interactivo pone a prueba tus habilidades y te permite encontrar tu vocación en Bebé-Corp.
Kong: El rey de los monos,2016,Dibujos animados,https://www.netflix.com/ar/title/80023612,"En 2050, un científico malvado está a punto de liberar un ejército de dinosaurios robóticos. ¡Kong y su pandilla harán lo imposible para vencerlos!","Lee Tockar,Sam Vincent,Alessandro Juliani","En 2050, un científico malvado está a punto de liberar un ejército de dinosaurios robóticos. ¡Kong y su pandilla harán lo imposible para vencerlos!"
Pokémon Mewtwo contraataca: Evolución,2019,Películas familiares,https://www.netflix.com/ar/title/81223075,"Ash, Misty y Brock aceptan la invitación de un misterioso entrenador y conocen a Mewtwo, un Pokémon artificial creado para destruir.","Sarah Natochenny,Dan Green,Bill Rogers","Ash, Misty y Brock aceptan la invitación de un misterioso entrenador y conocen a Mewtwo, un Pokémon artificial creado para destruir."
Amor de gata,2020,Películas familiares,https://www.netflix.com/ar/title/81281872,Una peculiar joven se transforma en gato para conseguir la atención del chico que le gusta. Pero pronto se da cuenta de que la línea entre humana y animal se desdibuja...,"Mirai Shida,Natsuki Hanae,Hiroaki Ogi",Una peculiar joven se transforma en gato para conseguir la atención del chico que le gusta. Pero pronto se da cuenta de que la línea entre humana y animal se desdibuja...
Benji,2018,Películas familiares,https://www.netflix.com/ar/title/80204923,"Cuando un chico y su hermana corren peligro, un perro decidido llega al rescate y ayuda a remendar el corazón de la familia.","Gabriel Bateman,Darby Camp,Kiele Sanchez","Cuando un chico y su hermana corren peligro, un perro decidido llega al rescate y ayuda a remendar el corazón de la familia."
